date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:43:31	15526/15526	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Mar%202026%2017:06:50%20GMT	https://lmpixels.com/demo/leven-html-new/light/portfolio-4-columns.html	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/portfolio-4-columns.html	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:32	15526/15526	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Mar%202026%2017:06:59%20GMT	https://lmpixels.com/demo/leven-html-new/light/portfolio-5-columns.html	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/portfolio-5-columns.html	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:32	13641/13641	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Mar%202026%2017:06:04%20GMT	https://lmpixels.com/demo/leven-html-new/light/blog.html	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/blog.html	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:32	13643/13643	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Mar%202026%2017:06:23%20GMT	https://lmpixels.com/demo/leven-html-new/light/blog-3-columns.html	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/blog-3-columns.html	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:33	11030/11030	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Mar%202026%2017:05:53%20GMT	https://lmpixels.com/demo/leven-html-new/light/contact.html	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/contact.html	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:34	14072/14072	---M--	200	added ('OK')	image/jpeg	etag:%225e89a658-36f8%22	https://lmpixels.com/demo/leven-html-new/light/img/testimonials/testimonial-1.jpg	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/img/testimonials/testimonial-1.jpg	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:34	13431/13431	---M--	200	added ('OK')	image/jpeg	etag:%225e89a65c-3477%22	https://lmpixels.com/demo/leven-html-new/light/img/testimonials/testimonial-2.jpg	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/img/testimonials/testimonial-2.jpg	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:39	18623/18623	---M--	200	added ('OK')	image/jpeg	etag:%225e89a660-48bf%22	https://lmpixels.com/demo/leven-html-new/light/img/testimonials/testimonial-3.jpg	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/img/testimonials/testimonial-3.jpg	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:39	219889/219889	---M--	200	added ('OK')	image/jpeg	etag:%225e85d51a-35af1%22	https://lmpixels.com/demo/leven-html-new/light/img/main_photo.jpg	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/img/main_photo.jpg	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:40	2783/2783	---M--	200	added ('OK')	image/png	etag:%225e4e4896-adf%22	https://lmpixels.com/demo/leven-html-new/light/img/clients/client-1.png	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/img/clients/client-1.png	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:41	2295/2295	---M--	200	added ('OK')	image/png	etag:%225e4e48a0-8f7%22	https://lmpixels.com/demo/leven-html-new/light/img/clients/client-2.png	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/img/clients/client-2.png	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:41	3079/3079	---M--	200	added ('OK')	image/png	etag:%225e4e48a4-c07%22	https://lmpixels.com/demo/leven-html-new/light/img/clients/client-3.png	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/img/clients/client-3.png	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:41	2528/2528	---M--	200	added ('OK')	image/png	etag:%225e4e48aa-9e0%22	https://lmpixels.com/demo/leven-html-new/light/img/clients/client-4.png	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/img/clients/client-4.png	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:42	2808/2808	---M--	200	added ('OK')	image/png	etag:%225e4e48b6-af8%22	https://lmpixels.com/demo/leven-html-new/light/img/clients/client-5.png	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/img/clients/client-5.png	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:42	1500/1500	---M--	200	added ('OK')	image/png	etag:%225e4e48b2-5dc%22	https://lmpixels.com/demo/leven-html-new/light/img/clients/client-6.png	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/img/clients/client-6.png	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:43	2125/2125	---M--	200	added ('OK')	image/png	etag:%225e4e48bc-84d%22	https://lmpixels.com/demo/leven-html-new/light/img/clients/client-7.png	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/img/clients/client-7.png	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:44	84322/84322	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258c02818-14962%22	https://lmpixels.com/demo/leven-html-new/light/js/jquery-2.1.3.min.js	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/js/jquery-2.1.3.min.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:44	5441/5441	---MCZ	200	added ('OK')	application/javascript	etag:W/%225890d244-1541%22	https://lmpixels.com/demo/leven-html-new/light/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/js/imagesloaded.pkgd.min.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:44	976/976	---MC-	200	added ('OK')	text/javascript	date:Thu,%2030%20Apr%202026%2008:58:43%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/html/www.google.com/recaptcha/api.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:45	60010/60010	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddfcdf0-ea6a%22	https://lmpixels.com/demo/leven-html-new/light/js/bootstrap.min.js	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/js/bootstrap.min.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:45	14462/14462	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b884a-387e%22	https://lmpixels.com/demo/leven-html-new/light/js/jquery.shuffle.min.js	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/js/jquery.shuffle.min.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:45	23601/23601	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b5000-5c31%22	https://lmpixels.com/demo/leven-html-new/light/js/masonry.pkgd.min.js	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/js/masonry.pkgd.min.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:46	42766/42766	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258b6c1e0-a70e%22	https://lmpixels.com/demo/leven-html-new/light/js/owl.carousel.min.js	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/js/owl.carousel.min.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:46	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c83aa6-4ef8%22	https://lmpixels.com/demo/leven-html-new/light/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/js/jquery.magnific-popup.min.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:46	9955/9955	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256efffa2-26e3%22	https://lmpixels.com/demo/leven-html-new/light/js/jquery.googlemap.js	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/js/jquery.googlemap.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:47	11588/11588	---MCZ	200	added ('OK')	application/javascript	etag:W/%225899cb40-2d44%22	https://lmpixels.com/demo/leven-html-new/light/js/validator.js	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/js/validator.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:47	6116/6116	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e9ec494-17e4%22	https://lmpixels.com/demo/leven-html-new/light/js/main.js	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/js/main.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
14:43:48	214/214	---M--	302	error ('Found')	text/html	date:Thu,%2030%20Apr%202026%2008:58:46%20GMT	https://lmpixels.com/demo/leven-html-new/light/css/owl.video.play.png	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/css/owl.video.play.png	(from https://lmpixels.com/demo/leven-html-new/light/css/owl.carousel.css)
14:43:48	8344/8344	---MCZ	200	added ('OK')	text/css	etag:W/%22556070f6-2098%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/style.css	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/style.css	(from https://lmpixels.com/demo/leven-html-new/light/css/main.css)
14:43:49	57333/57333	---MCZ	200	added ('OK')	text/css	etag:W/%225e39dcac-dff5%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	(from https://lmpixels.com/demo/leven-html-new/light/css/main.css)
14:43:54	49371/49371	---M--	200	added ('OK')	image/png	etag:%225e85d428-c0db%22	https://lmpixels.com/demo/leven-html-new/light/img/main_bg.png	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/img/main_bg.png	(from https://lmpixels.com/demo/leven-html-new/light/css/main.css)
14:43:55	150959/150959	---MCZ	200	added ('OK')	text/css	etag:W/%225e85cc90-24daf%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/linecons/style.css	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/css/fonts/linecons/style.css	(from https://lmpixels.com/demo/leven-html-new/light/css/main.css)
14:43:56	1592/1592	---M--	200	added ('OK')	image/png	etag:%225dee27e9-638%22	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-1.png	C:/My%20Web%20Sites/html/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-1.png	(from https://lmpixels.com/demo/leven-html-new/light/resume.html)
14:43:56	19247/19247	---M--	200	added ('OK')	image/jpeg	etag:%225dedf95f-4b2f%22	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.jpg	C:/My%20Web%20Sites/html/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.jpg	(from https://lmpixels.com/demo/leven-html-new/light/resume.html)
14:43:56	18433/18433	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-4801%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/1.jpg	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/img/portfolio/1.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
14:43:57	4560/4560	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2014:14:44%20GMT	https://lmpixels.com/demo/leven-html-new/light/portfolio-project-2.html	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/portfolio-project-2.html	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
14:43:57	24157/24157	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-5e5d%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/2.jpg	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/img/portfolio/2.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
14:43:58	40105/40105	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-9ca9%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/3.jpg	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/img/portfolio/3.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
14:44:05	43473/43473	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-a9d1%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/4.jpg	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/img/portfolio/4.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
14:44:05	152865/152865	---M--	200	added ('OK')	image/jpeg	etag:%225de90e08-25521%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/full/3.jpg	C:/My%20Web%20Sites/html/lmpixels.com/demo/leven-html-new/light/img/portfolio/full/3.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
